program_key,program_title,training_level,family_code,family_name,occupation_id,cno11_code,occupation_label,relationship_type,source_url,source_quote,reviewed_at,mapping_version
"ADG01S","Asistencia a la Dirección","higher","ADG","Administración y Gestión","occupation:cno11:4223","4223","Empleados de servicio de personal","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/administracion-gestion/asistencia-direccion.html","Asistente en departamentos de Recursos Humanos.","2026-08-13","1.0.0"
"AFD02M","Guía en el medio natural y de tiempo libre","intermediate","AFD","Actividades Físicas y Deportivas","occupation:cno11:3723","3723","Instructores de actividades deportivas","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/actividades-fisicas-deportivas/guia-medio-natural-tiempo-libre.html","Diseñar y organizar actividades físico-deportivas recreativas guiadas por el medio natural.","2026-08-13","1.0.0"
"AFD02M","Guía en el medio natural y de tiempo libre","intermediate","AFD","Actividades Físicas y Deportivas","occupation:cno11:3724","3724","Monitores de actividades recreativas y de entretenimiento","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/actividades-fisicas-deportivas/guia-medio-natural-tiempo-libre.html","Monitor de campamentos, de albergues de juventud, de casas de colonias, de granjas-escuelas, y de aulas y escuelas de naturaleza.","2026-08-13","1.0.0"
"AGA01B","Agro-jardinería y Composiciones Florales","basic","AGA","Agraria","occupation:cno11:4121","4121","Empleados de control de abastecimientos e inventario","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/agrojardineria-composiciones-florales.html","Auxiliar de almacén de flores.","2026-08-13","1.0.0"
"AGA01B","Agro-jardinería y Composiciones Florales","basic","AGA","Agraria","occupation:cno11:5220","5220","Vendedores en tiendas y almacenes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/agrojardineria-composiciones-florales.html","Auxiliar de ventas en floristería.","2026-08-13","1.0.0"
"AGA03S","Ganadería y Asistencia en Sanidad Animal","higher","AGA","Agraria","occupation:cno11:2640","2640","Profesionales de ventas técnicas y médicas (excepto las TIC)","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/ganaderia-asistencia-sanidad-animal.html","Visitador / visitadora de productos de veterinaria.","2026-08-14","1.0.0"
"AGA04M","Aprovechamiento y Conservación del Medio Natural","intermediate","AGA","Agraria","occupation:cno11:6120","6120","Trabajadores cualificados en huertas, invernaderos, viveros y jardines","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/aprovechamiento-conservacion-medio-natural.html","Viverista.","2026-08-14","1.0.0"
"AGA04M","Aprovechamiento y Conservación del Medio Natural","intermediate","AGA","Agraria","occupation:cno11:8321","8321","Operadores de maquinaria agrícola móvil","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/agraria/aprovechamiento-conservacion-medio-natural.html","Tractorista.","2026-08-14","1.0.0"
"COM02M","Comercialización de Productos Alimentarios","intermediate","COM","Comercio y Marketing","occupation:cno11:5210","5210","Jefes de sección de tiendas y almacenes","official_output","https://www.boe.es/eli/es/rd/189/2018","Responsable/encargado de sección/sala/departamento de tienda de alimentación.","2026-08-09","1.0.0"
"COM02M","Comercialización de Productos Alimentarios","intermediate","COM","Comercio y Marketing","occupation:cno11:5220","5220","Vendedores en tiendas y almacenes","official_output","https://www.boe.es/eli/es/rd/189/2018","Vendedor/a de productos alimentarios.","2026-08-09","1.0.0"
"COM02S","Transporte y Logística","higher","COM","Comercio y Marketing","occupation:cno11:3510","3510","Agentes y representantes comerciales","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Comercial de servicios de transporte por carretera.","2026-08-13","1.0.0"
"COM02S","Transporte y Logística","higher","COM","Comercio y Marketing","occupation:cno11:3523","3523","Consignatarios","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Consignatario / consignataria de buques.","2026-08-13","1.0.0"
"COM02S","Transporte y Logística","higher","COM","Comercio y Marketing","occupation:cno11:4123","4123","Empleados de logística y transporte de pasajeros y mercancías","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Operador / operadora logística.","2026-08-13","1.0.0"
"COM02S","Transporte y Logística","higher","COM","Comercio y Marketing","occupation:cno11:5210","5210","Jefes de sección de tiendas y almacenes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Jefa / jefe de almacén.","2026-08-13","1.0.0"
"COM02SD","Transporte y Logística (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:3510","3510","Agentes y representantes comerciales","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Comercial de servicios de transporte por carretera.","2026-08-13","1.0.0"
"COM02SD","Transporte y Logística (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:3523","3523","Consignatarios","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Consignatario / consignataria de buques.","2026-08-13","1.0.0"
"COM02SD","Transporte y Logística (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:4123","4123","Empleados de logística y transporte de pasajeros y mercancías","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Operador / operadora logística.","2026-08-13","1.0.0"
"COM02SD","Transporte y Logística (distancia)","higher","COM","Comercio y Marketing","occupation:cno11:5210","5210","Jefes de sección de tiendas y almacenes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/transporte-logistica.html","Jefa / jefe de almacén.","2026-08-13","1.0.0"
"COM03S","Gestión de Ventas y Espacios Comerciales","higher","COM","Comercio y Marketing","occupation:cno11:3510","3510","Agentes y representantes comerciales","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/gestion-ventas-espacios-comerciales.html","Agente comercial.","2026-08-13","1.0.0"
"COM03S","Gestión de Ventas y Espacios Comerciales","higher","COM","Comercio y Marketing","occupation:cno11:5210","5210","Jefes de sección de tiendas y almacenes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/comercio-marketing/gestion-ventas-espacios-comerciales.html","Encargada / encargado de sección de un comercio.","2026-08-13","1.0.0"
"ELE01M","Instalaciones Eléctricas y Automáticas","intermediate","ELE","Electricidad y Electrónica","occupation:cno11:7510","7510","Electricistas de la construcción y afines","official_output","https://www.boe.es/eli/es/rd/2008/02/08/177","Electricista de construcción.","2026-08-20","1.0.0"
"ELE01S","Sistemas Electrotécnicos y Automatizados","higher","ELE","Electricidad y Electrónica","occupation:cno11:3123","3123","Técnicos en electricidad","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-electrotecnicos-automatizados.html","Técnica / técnico en proyectos electrotécnicos.","2026-08-13","1.0.0"
"ELE01S","Sistemas Electrotécnicos y Automatizados","higher","ELE","Electricidad y Electrónica","occupation:cno11:7510","7510","Electricistas de la construcción y afines","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-electrotecnicos-automatizados.html","Jefa / jefe de equipo de instaladores / instaladoras de baja tensión para edificios.","2026-08-13","1.0.0"
"ELE02S","Sistemas de Telecomunicaciones e Informáticos","higher","ELE","Electricidad y Electrónica","occupation:cno11:3124","3124","Técnicos en electrónica (excepto electromedicina)","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-telecomunicaciones-informaticos.html","Técnica / técnico en supervisión, instalación, mantenimiento, verificación y control de equipos de sistemas de radiodifusión.","2026-08-13","1.0.0"
"ELE02S","Sistemas de Telecomunicaciones e Informáticos","higher","ELE","Electricidad y Electrónica","occupation:cno11:3811","3811","Técnicos en operaciones de sistemas informáticos","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-telecomunicaciones-informaticos.html","Especialista en integración, instalación y mantenimiento de equipos y sistemas informáticos.","2026-08-13","1.0.0"
"ELE02S","Sistemas de Telecomunicaciones e Informáticos","higher","ELE","Electricidad y Electrónica","occupation:cno11:3813","3813","Técnicos en redes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-telecomunicaciones-informaticos.html","Técnica / técnico en supervisión, instalación, mantener, verificación y control en redes locales y sistemas telemáticos","2026-08-13","1.0.0"
"ELE02S","Sistemas de Telecomunicaciones e Informáticos","higher","ELE","Electricidad y Electrónica","occupation:cno11:7533","7533","Instaladores y reparadores en tecnologías de la información y las comunicaciones","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/electricidad-electronica/sistemas-telecomunicaciones-informaticos.html","Especialista en instalación, integración y mantenimiento de equipos y sistemas de telecomunicación.","2026-08-13","1.0.0"
"ENA03S","Energías Renovables","higher","ENA","Energía y Agua","occupation:cno11:3123","3123","Técnicos en electricidad","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/energia-agua/energias-renovables.html","Operador-mantenedor / operadora-mantenedora de subestaciones eléctricas de instalaciones eólicas y fotovoltaicas.","2026-08-14","1.0.0"
"ENA03S","Energías Renovables","higher","ENA","Energía y Agua","occupation:cno11:7294","7294","Montadores-instaladores de placas de energía solar","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/energia-agua/energias-renovables.html","Montador-operador / montadora-operadora de instalaciones solares fotovoltaicas.","2026-08-14","1.0.0"
"EOC01M","Construcción","intermediate","EOC","Edificación y Obra Civil","occupation:cno11:7111","7111","Encofradores y operarios de puesta en obra de hormigón","official_output","https://www.boe.es/eli/es/rd/2011/11/04/1575","– Encofrador.","2026-08-08","1.0.0"
"EOC01M","Construcción","intermediate","EOC","Edificación y Obra Civil","occupation:cno11:7121","7121","Albañiles","official_output","https://www.boe.es/eli/es/rd/2011/11/04/1575","– Albañil.","2026-08-08","1.0.0"
"EOC01M","Construcción","intermediate","EOC","Edificación y Obra Civil","occupation:cno11:7193","7193","Instaladores de sistemas de impermeabilización en edificios","official_output","https://www.boe.es/eli/es/rd/2011/11/04/1575","– Instalador de sistemas de impermeabilización en edificios y obra civil.","2026-08-08","1.0.0"
"EOC01M","Construcción","intermediate","EOC","Edificación y Obra Civil","occupation:cno11:7240","7240","Soladores, colocadores de parquet y afines","official_output","https://www.boe.es/eli/es/rd/2011/11/04/1575","– Alicatador– solador.","2026-08-08","1.0.0"
"EOC01M","Construcción","intermediate","EOC","Edificación y Obra Civil","occupation:cno11:7291","7291","Montadores de cubiertas","official_output","https://www.boe.es/eli/es/rd/2011/11/04/1575","– Tejador.","2026-08-08","1.0.0"
"EOC02S","Proyectos de Obra Civil","higher","EOC","Edificación y Obra Civil","occupation:cno11:3129","3129","Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/edificacion-obra-civil/proyectos-obra-civil.html","Delineante de obra civil.","2026-08-14","1.0.0"
"EOC02SD","Proyectos de Obra Civil (distancia)","higher","EOC","Edificación y Obra Civil","occupation:cno11:3129","3129","Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/edificacion-obra-civil/proyectos-obra-civil.html","Delineante de obra civil.","2026-08-14","1.0.0"
"FME01S","Programación de la Producción en Fabricación Mecánica","higher","FME","Fabricación Mecánica","occupation:cno11:3126","3126","Técnicos en mecánica","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/fabricacion-mecanica/programacion-produccion-fab-mecanica.html","Técnicas / técnicos en mecánica.","2026-08-14","1.0.0"
"FME02B","Fabricación de Elementos Metálicos","basic","FME","Fabricación Mecánica","occupation:cno11:7132","7132","Instaladores de cerramientos metálicos y carpinteros metálicos","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/fabricacion-mecanica/fabricacion-elementos-metalicos.html","Auxiliar de carpintero / carpintera metálico.","2026-08-14","1.0.0"
"FME02B","Fabricación de Elementos Metálicos","basic","FME","Fabricación Mecánica","occupation:cno11:7312","7312","Soldadores y oxicortadores","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/fabricacion-mecanica/fabricacion-elementos-metalicos.html","Auxiliar de oxicortador / oxicortadora a mano.","2026-08-14","1.0.0"
"FME02B","Fabricación de Elementos Metálicos","basic","FME","Fabricación Mecánica","occupation:cno11:7314","7314","Montadores de estructuras metálicas","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/fabricacion-mecanica/fabricacion-elementos-metalicos.html","Auxiliar de montador / montadora de estructuras metálicas","2026-08-14","1.0.0"
"FME02B","Fabricación de Elementos Metálicos","basic","FME","Fabricación Mecánica","occupation:cno11:8202","8202","Ensambladores de equipos eléctricos y electrónicos","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/fabricacion-mecanica/fabricacion-elementos-metalicos.html","Operador / operadora de ensamblado de equipos eléctricos y electrónicos.","2026-08-14","1.0.0"
"FME02B","Fabricación de Elementos Metálicos","basic","FME","Fabricación Mecánica","occupation:cno11:9700","9700","Peones de las industrias manufactureras","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/fabricacion-mecanica/fabricacion-elementos-metalicos.html","Peones y auxiliares de industrias metalúrgicas, de fabricación de productos metálicos y manufactureras.","2026-08-20","1.0.0"
"FME02S","Construcciones Metálicas","higher","FME","Fabricación Mecánica","occupation:cno11:7314","7314","Montadores de estructuras metálicas","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/fabricacion-mecanica/construcciones-metalicas.html","Montaje en construcciones metálicas.","2026-08-14","1.0.0"
"HOT01M","Cocina y Gastronomía","intermediate","HOT","Hostelería y Turismo","occupation:cno11:5110","5110","Cocineros asalariados","official_output","https://todofp.es/dam/jcr%3A63392ee9-4d38-449b-a196-d0efb714b364/n-tcocinagastronomiaes-pdf.pdf","Las ocupaciones y puestos de trabajo más relevantes son los siguientes: Cocinero.","2026-08-08","1.0.0"
"HOT01S","Gestión de Alojamientos Turísticos","higher","HOT","Hostelería y Turismo","occupation:cno11:3510","3510","Agentes y representantes comerciales","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/hosteleria-turismo/gestion-alojamientos-turisticos.html","Comercial de establecimientos de alojamientos turísticos.","2026-08-13","1.0.0"
"HOT02M","Servicios en Restauración","intermediate","HOT","Hostelería y Turismo","occupation:cno11:4121","4121","Empleados de control de abastecimientos e inventario","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/hosteleria-turismo/servicios-restauracion.html","Empleada / empleado de economato de unidades de producción y servicio de alimentos y bebidas.","2026-08-13","1.0.0"
"HOT02M","Servicios en Restauración","intermediate","HOT","Hostelería y Turismo","occupation:cno11:5120","5120","Camareros asalariados","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/hosteleria-turismo/servicios-restauracion.html","Camarera / camarero de bar-cafetería o restaurante.","2026-08-13","1.0.0"
"HOT03S","Guía, Información y Asistencias Turísticas","higher","HOT","Hostelería y Turismo","occupation:cno11:4123","4123","Empleados de logística y transporte de pasajeros y mercancías","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/hosteleria-turismo/guia-informacion-asistencias-turisticas.html","Asistente en terminales (estaciones, puertos y aeropuertos).","2026-08-13","1.0.0"
"HOT03S","Guía, Información y Asistencias Turísticas","higher","HOT","Hostelería y Turismo","occupation:cno11:4411","4411","Empleados de información al usuario","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/hosteleria-turismo/guia-informacion-asistencias-turisticas.html","Informador turístico / informadora turística.","2026-08-13","1.0.0"
"HOT05S","Dirección de Servicios de Restauración","higher","HOT","Hostelería y Turismo","occupation:cno11:3522","3522","Agentes de compras","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/hosteleria-turismo/direccion-servicios-restauracion.html","Responsable de compra de bebidas.","2026-08-14","1.0.0"
"IFC01MD","Sistemas Microinformáticos y Redes (distancia)","intermediate","IFC","Informática y Comunicaciones","occupation:cno11:3812","3812","Técnicos en asistencia al usuario de tecnologías de la información","official_output","https://www.todofp.es/que-estudiar/familias-profesionales/informatica-comunicaciones/sistemas-microniformaticos-redes.html","Técnica / técnico de soporte informático.","2026-08-20","1.0.0"
"IFC02B","Informática de Oficina","basic","IFC","Informática y Comunicaciones","occupation:cno11:7533","7533","Instaladores y reparadores en tecnologías de la información y las comunicaciones","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/informatica-comunicaciones/informatica-oficina.html","Ayudante de montador / montadora de sistemas microinformáticos.","2026-08-13","1.0.0"
"IFC03S","Desarrollo de Aplicaciones WEB","higher","IFC","Informática y Comunicaciones","occupation:cno11:2713","2713","Analistas, programadores y diseñadores web y multimedia","official_output","https://www.boe.es/buscar/doc.php?id=BOE-A-2010-9269&lang=es","Desarrollador de aplicaciones en entornos Web.","2026-08-04","1.0.0"
"IFC03SD","Desarrollo de Aplicaciones WEB (distancia)","higher","IFC","Informática y Comunicaciones","occupation:cno11:2713","2713","Analistas, programadores y diseñadores web y multimedia","official_output","https://www.boe.es/buscar/doc.php?id=BOE-A-2010-9269&lang=es","Desarrollador de aplicaciones en entornos Web.","2026-08-04","1.0.0"
"IMP01M","Estética y Belleza","intermediate","IMP","Imagen Personal","occupation:cno11:3510","3510","Agentes y representantes comerciales","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/imagen-personal/estetica-belleza.html","Agente comercial en empresas del sector.","2026-08-13","1.0.0"
"IMP01M","Estética y Belleza","intermediate","IMP","Imagen Personal","occupation:cno11:4412","4412","Recepcionistas (excepto de hoteles)","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/imagen-personal/estetica-belleza.html","Recepcionista en empresas estéticas.","2026-08-13","1.0.0"
"IMP01M","Estética y Belleza","intermediate","IMP","Imagen Personal","occupation:cno11:5220","5220","Vendedores en tiendas y almacenes","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/imagen-personal/estetica-belleza.html","Asesor-vendedor / asesora-vendedora en perfumerías y droguerías.","2026-08-13","1.0.0"
"IMP01M","Estética y Belleza","intermediate","IMP","Imagen Personal","occupation:cno11:5492","5492","Promotores de venta","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/imagen-personal/estetica-belleza.html","Demostrador / demostradora de equipos, cosméticos y técnicas estéticas.","2026-08-13","1.0.0"
"IMP01M","Estética y Belleza","intermediate","IMP","Imagen Personal","occupation:cno11:5812","5812","Especialistas en tratamientos de estética, bienestar y afines","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/imagen-personal/estetica-belleza.html","Técnica / técnico esteticista en centros de belleza y gabinetes de estética.","2026-08-13","1.0.0"
"IMP01S","Estética Integral y Bienestar","higher","IMP","Imagen Personal","occupation:cno11:2640","2640","Profesionales de ventas técnicas y médicas (excepto las TIC)","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/imagen-personal/estetica-integral-bienestar.html","Técnica / técnico comercial.","2026-08-13","1.0.0"
"IMP01S","Estética Integral y Bienestar","higher","IMP","Imagen Personal","occupation:cno11:5812","5812","Especialistas en tratamientos de estética, bienestar y afines","reviewed_relationship","https://www.todofp.es/que-estudiar/familias-profesionales/imagen-personal/estetica-integral-bienestar.html","Esteticista.","2026-08-13","1.0.0"
